client_id,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
CL101430,Individual,Female,Australia,Oceania,2003-11-27,Investment,No,Friend/Family,3.0
CL101431,Individual,Male,United Arab Emirates,Middle East,1985-12-02,Investment,No,Property Portal,3.0
CL101432,Individual,Male,United States,North America - East,1998-01-23,Personal use,Yes,Social Media,3.0
CL101433,Individual,Male,United States,North America - East,1982-12-11,Personal use,Yes,Agent Referral,4.0
CL101434,Individual,Female,United States,North America - West,1985-11-04,Personal use,No,Social Media,3.0
CL101435,Individual,Female,Brazil,Latin America,1977-08-07,Investment,No,Agent Referral,5.0
CL101436,Individual,Male,United States,North America - East,1974-03-22,Personal use,No,Agent Referral,3.0
CL101437,Individual,Male,France,Europe - West,1980-02-12,Personal use,Yes,Agent Referral,5.0
CL101438,Individual,Female,Australia,Oceania,1975-10-27,Investment,Yes,Agent Referral,4.0
CL101439,Individual,Male,Brazil,Latin America,1989-01-06,Investment,No,Website,3.0
CL101440,Individual,Female,Canada,North America - East,1954-03-09,Personal use,No,Property Portal,4.0
CL101441,Individual,Female,United States,North America - West,1999-03-11,Investment,No,Friend/Family,4.0
CL101442,Corporate,Not Specified,United States,North America - West,1968-08-16,Personal use,Yes,,3.0
CL101443,Corporate,Not Specified,United States,North America - East,1965-06-15,Personal use,Yes,Event,5.0
CL101444,Individual,Male,United States,North America - West,1977-04-30,Personal use,Yes,Event,2.0
CL101445,Corporate,Not Specified,United Arab Emirates,Middle East,1978-11-18,Investment,No,Property Portal,4.0
CL101446,Corporate,Not Specified,Australia,Oceania,1961-11-29,Investment,No,Website,4.0
CL101447,Individual,Female,France,Europe - West,2004-02-07,Personal use,No,Agent Referral,5.0
CL101448,Individual,Female,United Arab Emirates,Middle East,1968-08-30,Personal use,Yes,Social Media,3.0
CL101449,Individual,Female,United States,North America - West,1988-01-14,Investment,No,Friend/Family,5.0
CL101450,Individual,Male,Singapore,Southeast Asia,1972-04-22,Personal use,Yes,Friend/Family,4.0
CL101451,Individual,Female,United Arab Emirates,Middle East,2004-02-03,Investment,No,Friend/Family,2.0
CL101452,Individual,Male,Singapore,Southeast Asia,1983-04-29,Personal use,Yes,Friend/Family,2.0
CL101453,Individual,Male,Australia,Oceania,1992-01-12,Personal use,Yes,Event,4.0
CL101454,Corporate,Not Specified,United Kingdom,Europe - West,1993-07-14,Investment,No,Social Media,3.0
CL101455,Individual,Female,United States,North America - West,1982-08-13,Personal use,No,Property Portal,4.0
CL101456,Individual,Female,Canada,North America - East,1981-07-16,Personal use,Yes,Property Portal,3.0
CL101457,Individual,Male,Germany,Europe - West,1996-10-29,Personal use,Yes,Agent Referral,3.0
CL101458,Individual,Female,Australia,Oceania,1986-09-06,Investment,No,Property Portal,3.0
CL101459,Corporate,Not Specified,United Kingdom,Europe - West,1989-06-20,Investment,No,Website,5.0
CL101460,Individual,Male,India,South Asia,1980-06-01,Investment,No,Website,2.0
CL101461,Individual,Male,France,Europe - West,1974-12-05,Investment,Yes,Event,4.0
CL101462,Individual,Female,United States,North America - East,1984-05-25,Personal use,Yes,Agent Referral,5.0
CL101463,Individual,Male,United Kingdom,Europe - West,1999-11-08,Investment,Yes,Social Media,3.0
CL101464,Individual,Male,United Arab Emirates,Middle East,1983-10-09,Investment,Yes,Event,2.0
CL101465,Corporate,Not Specified,India,South Asia,1964-02-14,Investment,Yes,Agent Referral,4.0
CL101466,Individual,Female,Germany,Europe - West,1967-06-05,Investment,No,Agent Referral,4.0
CL101467,Individual,Female,Canada,North America - East,2004-02-23,Personal use,Yes,Website,2.0
CL101468,Individual,Male,India,South Asia,1985-02-01,Investment,Yes,Social Media,5.0
CL101469,Individual,Female,United States,North America - West,1975-08-28,Personal use,Yes,Website,3.0
CL101470,Individual,Male,Australia,Oceania,1987-12-03,Personal use,Yes,Website,2.0
CL101471,Individual,Male,United States,North America - West,1991-04-26,Investment,Yes,Property Portal,4.0
CL101472,Individual,Female,United States,North America - West,1987-11-29,Personal use,Yes,Agent Referral,4.0
CL101473,Individual,Female,France,Europe - West,1979-02-24,Investment,No,Social Media,5.0
CL101474,Corporate,Not Specified,France,Europe - West,1987-11-23,Investment,No,Website,4.0
CL101475,Individual,Female,France,Europe - West,1972-09-07,Investment,No,Social Media,4.0
CL101476,Individual,Male,Germany,Europe - West,1986-09-18,Investment,No,Friend/Family,4.0
CL101477,Individual,Female,Brazil,Latin America,1996-08-21,Investment,No,Agent Referral,4.0
CL101478,Individual,Female,France,Europe - West,1972-11-21,Personal use,No,Agent Referral,4.0
CL101479,Individual,Other,Germany,Europe - West,2001-10-02,Personal use,Yes,Agent Referral,4.0
CL101480,Individual,Male,Germany,Europe - West,1991-10-03,Personal use,Yes,Website,4.0
CL101481,Individual,Female,United States,North America - East,1992-06-02,Personal use,Yes,Website,3.0
CL101482,Individual,Female,United Arab Emirates,Middle East,1962-07-05,Personal use,Yes,Social Media,4.0
CL101483,Individual,Male,Canada,North America - East,1993-05-27,Investment,Yes,Website,3.0
CL101484,Individual,Male,United Arab Emirates,Middle East,2003-12-05,Investment,No,Agent Referral,5.0
CL101485,Individual,Other,United States,North America - West,1992-07-02,Personal use,No,Website,5.0
CL101486,Individual,Male,Brazil,Latin America,1980-03-19,Personal use,Yes,Property Portal,3.0
CL101487,Individual,Female,Germany,Europe - West,1977-02-12,Investment,No,Agent Referral,5.0
CL101488,Individual,Male,Australia,Oceania,1960-05-31,Investment,No,Social Media,3.0
CL101489,Corporate,Not Specified,Germany,Europe - West,1962-04-20,Investment,No,Social Media,3.0
CL101490,Corporate,Not Specified,United States,North America - East,1992-02-02,Personal use,Yes,Agent Referral,4.0
CL101491,Individual,Female,Singapore,Southeast Asia,1994-12-17,Personal use,No,Agent Referral,5.0
CL101492,Individual,Female,United Arab Emirates,Middle East,1968-07-30,Personal use,Yes,Agent Referral,4.0
CL101493,Individual,Male,India,South Asia,1990-03-29,Investment,Yes,Social Media,4.0
CL101494,Individual,Female,Germany,Europe - West,1993-08-06,Personal use,Yes,Agent Referral,4.0
CL101495,Individual,Female,United Arab Emirates,Middle East,1990-09-27,Investment,Yes,Website,5.0
CL101496,Corporate,Not Specified,Singapore,Southeast Asia,1964-02-16,Investment,No,Property Portal,4.0
CL101497,Individual,Male,United Arab Emirates,Middle East,1991-04-09,Personal use,Yes,Friend/Family,3.0
CL101498,Individual,Female,United Kingdom,Europe - West,1988-06-30,Investment,No,Website,3.0
CL101499,Individual,Female,United Arab Emirates,Middle East,1977-09-15,Investment,Yes,Property Portal,4.0
CL101500,Individual,Male,India,South Asia,1989-10-22,Investment,No,Website,4.0
CL101501,Corporate,Not Specified,Brazil,Latin America,1978-12-08,Investment,Yes,Website,4.0
CL101502,Individual,Male,United Kingdom,Europe - West,2002-10-23,Investment,No,Website,3.0
CL101503,Individual,Male,Germany,Europe - West,1983-08-24,Investment,Yes,Property Portal,4.0
CL101504,Individual,Female,Singapore,Southeast Asia,1985-09-28,Personal use,No,Agent Referral,5.0
CL101505,Individual,Male,France,Europe - West,1992-07-14,Personal use,No,Property Portal,4.0
CL101506,Individual,Male,India,South Asia,1991-08-27,Personal use,Yes,Friend/Family,5.0
CL101507,Individual,Male,Germany,Europe - West,1981-04-20,Personal use,Yes,Social Media,4.0
CL101508,Individual,Male,United States,North America - East,1970-02-14,Personal use,Yes,Agent Referral,5.0
CL101509,Individual,Male,India,South Asia,1994-07-22,Personal use,Yes,Website,4.0
CL101510,Individual,Female,United States,North America - East,1985-05-12,Investment,No,Friend/Family,
CL101511,Individual,Female,United States,North America - West,1975-03-24,Investment,No,Agent Referral,5.0
CL101512,Individual,Female,United Arab Emirates,Middle East,1994-06-08,Investment,No,Social Media,4.0
CL101513,Corporate,Not Specified,India,South Asia,1973-04-21,Investment,No,Website,4.0
CL101514,Individual,Male,Australia,Oceania,1986-03-02,Investment,No,Property Portal,5.0
CL101515,Individual,Male,Canada,North America - East,1999-10-18,Investment,Yes,Friend/Family,4.0
CL101516,Corporate,Not Specified,United States,North America - West,1965-06-17,Investment,No,Social Media,4.0
CL101517,Individual,Male,Brazil,Latin America,1985-09-01,Personal use,No,Social Media,4.0
CL101518,Individual,Male,United States,North America - East,1978-11-22,Personal use,No,Agent Referral,5.0
CL101519,Individual,Female,United States,North America - West,1999-03-04,Personal use,Yes,Agent Referral,4.0
CL101520,Individual,Female,United Kingdom,Europe - West,1985-04-14,Personal use,Yes,Website,4.0
CL101521,Individual,Female,France,Europe - West,1970-01-18,Personal use,Yes,Friend/Family,4.0
CL101522,Corporate,Not Specified,Australia,Oceania,1979-10-12,Investment,No,Website,3.0
CL101523,Individual,Male,India,South Asia,1971-08-22,Personal use,No,Website,3.0
CL101524,Individual,Male,India,South Asia,1997-11-20,Personal use,Yes,Website,4.0
CL101525,Individual,Female,United States,North America - East,1981-02-14,Investment,Yes,Agent Referral,5.0
CL101526,Individual,Male,United Kingdom,Europe - West,1991-03-03,Personal use,Yes,Social Media,4.0
CL101527,Individual,Male,Germany,Europe - West,1981-11-23,Personal use,Yes,Friend/Family,3.0
CL101528,Individual,Male,United States,North America - East,1994-06-12,Personal use,Yes,Agent Referral,4.0
CL101529,Individual,Female,Canada,North America - East,2003-12-16,Personal use,Yes,Agent Referral,3.0
CL101530,Individual,Female,United Kingdom,Europe - West,1989-03-08,Investment,Yes,Social Media,
CL101531,Individual,Male,United States,North America - West,1977-10-29,Investment,Yes,Social Media,4.0
CL101532,Individual,Male,United Arab Emirates,Middle East,1982-04-17,Investment,No,Property Portal,5.0
CL101533,Individual,Male,India,South Asia,1981-01-14,Personal use,No,Property Portal,4.0
CL101534,Individual,Male,United States,North America - West,1983-04-06,Personal use,Yes,Property Portal,5.0
CL101535,Individual,Female,France,Europe - West,1981-05-14,Personal use,Yes,Property Portal,3.0
CL101536,Individual,Male,India,South Asia,1980-05-20,Personal use,No,Property Portal,4.0
CL101537,Individual,Female,India,South Asia,1988-11-01,Personal use,No,Social Media,3.0
CL101538,Individual,Female,Singapore,Southeast Asia,1984-12-02,Investment,No,Social Media,4.0
CL101539,Individual,Other,Germany,Europe - West,1966-07-18,Investment,Yes,Friend/Family,3.0
CL101540,Individual,Female,Singapore,Southeast Asia,1983-11-23,Investment,Yes,Website,2.0
CL101541,Individual,Male,Canada,North America - East,1985-03-04,Personal use,Yes,Agent Referral,3.0
CL101542,Individual,Male,United Kingdom,Europe - West,1984-08-26,Investment,No,Property Portal,4.0
CL101543,Individual,Male,United States,North America - West,1987-12-28,Personal use,Yes,Social Media,3.0
CL101544,Individual,Female,Germany,Europe - West,1990-08-04,Personal use,Yes,Website,3.0
CL101545,Corporate,Not Specified,United Kingdom,Europe - West,1985-11-19,Investment,No,Agent Referral,5.0
CL101546,Corporate,Not Specified,Canada,North America - East,1967-04-26,Personal use,No,Website,3.0
CL101547,Individual,Male,India,South Asia,1986-11-03,Personal use,Yes,Agent Referral,4.0
CL101548,Individual,Male,United Kingdom,Europe - West,1994-04-08,Personal use,Yes,Social Media,4.0
CL101549,Individual,Female,Canada,North America - East,1984-09-02,Investment,No,Social Media,5.0
CL101550,Corporate,Not Specified,United States,North America - West,1980-12-29,Investment,Yes,Social Media,4.0
CL101551,Individual,Female,Germany,Europe - West,1988-01-11,Investment,No,Website,4.0
CL101552,Individual,Female,United Kingdom,Europe - West,2004-06-10,Personal use,Yes,Agent Referral,3.0
CL101553,Individual,Male,United Kingdom,Europe - West,1979-07-23,Personal use,No,Website,4.0
CL101554,Individual,Male,Canada,North America - East,1983-11-23,Personal use,No,Agent Referral,5.0
CL101555,Individual,Male,India,South Asia,1995-12-21,Personal use,No,Friend/Family,4.0
CL101556,Individual,Female,Australia,Oceania,1977-06-19,Investment,No,Website,4.0
CL101557,Individual,Female,France,Europe - West,2001-01-17,Personal use,Yes,Property Portal,4.0
CL101558,Individual,Male,United Arab Emirates,Middle East,1974-07-11,Investment,Yes,Friend/Family,4.0
CL101559,Corporate,Not Specified,Singapore,Southeast Asia,1980-07-30,Investment,No,Agent Referral,4.0
CL101560,Corporate,Not Specified,Brazil,Latin America,1981-02-04,Investment,No,Agent Referral,
CL101561,Individual,Male,United Arab Emirates,Middle East,1983-12-05,Personal use,Yes,Website,3.0
CL101562,Individual,Female,Australia,Oceania,1989-11-01,Personal use,Yes,Website,4.0
CL101563,Individual,Female,Australia,Oceania,1992-04-16,Personal use,Yes,Property Portal,2.0
CL101564,Corporate,Not Specified,India,South Asia,1978-08-14,Investment,No,Friend/Family,4.0
CL101565,Individual,Female,Germany,Europe - West,1987-03-19,Investment,No,Property Portal,4.0
CL101566,Individual,Male,United States,North America - East,1991-01-27,Investment,No,Social Media,2.0
CL101567,Corporate,Not Specified,United States,North America - West,1992-10-12,Investment,No,Property Portal,3.0
CL101568,Individual,Female,Germany,Europe - West,1972-08-27,Personal use,Yes,Property Portal,4.0
CL101569,Individual,Male,France,Europe - West,1988-02-06,Investment,No,Website,4.0
CL101570,Individual,Male,Germany,Europe - West,1994-03-29,Personal use,Yes,Website,4.0
CL101571,Individual,Other,United Arab Emirates,Middle East,1998-02-28,Personal use,Yes,Agent Referral,5.0
CL101572,Individual,Male,United Arab Emirates,Middle East,1977-09-02,Personal use,Yes,Agent Referral,3.0
CL101573,Individual,Male,Singapore,Southeast Asia,2000-09-23,Investment,No,Social Media,4.0
CL101574,Corporate,Not Specified,United States,North America - East,1986-02-24,Investment,Yes,Agent Referral,4.0
CL101575,Individual,Female,Canada,North America - East,1992-07-21,Personal use,Yes,Property Portal,4.0
CL101576,Corporate,Not Specified,India,South Asia,1992-02-20,Investment,No,Website,4.0
CL101577,Individual,Female,Singapore,Southeast Asia,1998-09-21,Investment,No,Property Portal,2.0
CL101578,Individual,Male,Brazil,Latin America,1991-12-14,Investment,No,Agent Referral,3.0
CL101579,Corporate,Not Specified,Singapore,Southeast Asia,1992-06-02,Personal use,No,Website,5.0
CL101580,Individual,Male,Australia,Oceania,1983-04-23,Personal use,No,Property Portal,4.0
CL101581,Individual,Female,United Kingdom,Europe - West,1994-05-29,Investment,No,Agent Referral,5.0
CL101582,Individual,Male,Germany,Europe - West,1987-05-04,Personal use,Yes,Friend/Family,3.0
CL101583,Individual,Female,Canada,North America - East,1976-03-26,Personal use,No,Property Portal,5.0
CL101584,Corporate,Not Specified,United Arab Emirates,Middle East,1969-02-14,Investment,No,Website,3.0
CL101585,Individual,Female,Australia,Oceania,1986-01-25,Investment,Yes,Agent Referral,5.0
CL101586,Individual,Male,United Kingdom,Europe - West,1995-10-05,Personal use,Yes,Website,3.0
CL101587,Individual,Male,United Arab Emirates,Middle East,1997-07-27,Personal use,Yes,Website,4.0
CL101588,Individual,Male,United Kingdom,Europe - West,1982-11-20,Investment,No,Event,4.0
CL101589,Individual,Male,United States,North America - West,1991-02-25,Personal use,Yes,Property Portal,3.0
CL101590,Individual,Female,United States,North America - East,1999-06-10,Personal use,Yes,Agent Referral,5.0
CL101591,Individual,Male,United States,North America - East,1970-11-07,Personal use,No,Friend/Family,4.0
CL101592,Individual,Female,Australia,Oceania,1975-01-21,Investment,Yes,Property Portal,4.0
CL101593,Corporate,Not Specified,Germany,Europe - West,1989-07-27,Investment,No,Agent Referral,2.0
CL101594,Individual,Male,Singapore,Southeast Asia,2002-07-28,Investment,No,Website,4.0
CL101595,Individual,Female,India,South Asia,1979-02-07,Personal use,Yes,Property Portal,5.0
CL101596,Individual,Male,United States,North America - East,1989-01-09,Personal use,Yes,Friend/Family,4.0
CL101597,Individual,Male,United States,North America - West,1969-09-21,Personal use,Yes,Website,4.0
CL101598,Individual,Male,Singapore,Southeast Asia,1979-02-18,Investment,Yes,Social Media,4.0
CL101599,Individual,Male,Canada,North America - East,1982-03-25,Personal use,Yes,Website,5.0
CL101600,Individual,Female,Australia,Oceania,1996-10-12,Personal use,Yes,Social Media,4.0
CL101601,Corporate,Not Specified,United States,North America - East,1995-01-04,Investment,No,Friend/Family,3.0
CL101602,Individual,Male,India,South Asia,1999-11-03,Investment,No,Agent Referral,5.0
CL101603,Individual,Female,Singapore,Southeast Asia,1971-09-25,Personal use,No,Property Portal,5.0
CL101604,Corporate,Not Specified,Canada,North America - East,1982-12-30,Investment,No,Social Media,4.0
CL101605,Individual,Female,Canada,North America - East,1995-06-02,Investment,Yes,Friend/Family,3.0
CL101606,Corporate,Not Specified,Brazil,Latin America,1972-03-19,Investment,Yes,Friend/Family,4.0
CL101607,Individual,Female,Canada,North America - East,1960-11-23,Investment,No,Social Media,5.0
CL101608,Corporate,Not Specified,Germany,Europe - West,1964-11-25,Investment,No,Agent Referral,5.0
CL101609,Individual,Male,Germany,Europe - West,1979-07-15,Personal use,Yes,Agent Referral,3.0
CL101610,Individual,Female,Canada,North America - East,1990-07-07,Investment,Yes,Friend/Family,3.0
CL101611,Individual,Female,India,South Asia,1985-01-13,Personal use,Yes,Friend/Family,3.0
CL101612,Individual,Female,India,South Asia,2001-11-13,Personal use,Yes,Agent Referral,3.0
CL101613,Individual,Female,United Kingdom,Europe - West,1986-02-22,Personal use,Yes,Event,2.0
CL101614,Corporate,Not Specified,Singapore,Southeast Asia,1969-09-18,Investment,No,Property Portal,5.0
CL101615,Individual,Female,United States,North America - West,1966-08-10,Personal use,No,Website,3.0
CL101616,Individual,Female,United States,North America - West,2003-12-30,Personal use,Yes,Website,3.0
CL101617,Corporate,Not Specified,United Arab Emirates,Middle East,1994-01-04,Investment,No,Social Media,2.0
CL101618,Individual,Male,Brazil,Latin America,1970-11-14,Personal use,Yes,Website,4.0
CL101619,Individual,Male,United States,North America - East,1988-03-22,Personal use,Yes,Event,4.0
CL101620,Individual,Female,United States,North America - West,1987-04-30,Investment,Yes,Friend/Family,3.0
CL101621,Individual,Male,France,Europe - West,1995-08-22,Investment,Yes,Website,3.0
CL101622,Individual,Male,Singapore,Southeast Asia,1995-12-20,Personal use,Yes,Agent Referral,4.0
CL101623,Individual,Female,United States,North America - East,2003-10-18,Personal use,No,Agent Referral,4.0
CL101624,Individual,Female,United Kingdom,Europe - West,1992-09-15,Personal use,Yes,Social Media,2.0
CL101625,Individual,Male,India,South Asia,1996-04-04,Investment,No,Agent Referral,3.0
CL101626,Individual,Female,United Kingdom,Europe - West,1984-05-27,Investment,Yes,Property Portal,3.0
CL101627,Individual,Male,United States,North America - East,1994-01-03,Personal use,Yes,Friend/Family,4.0
CL101628,Individual,Female,United States,North America - West,1990-12-28,Personal use,Yes,Property Portal,4.0
CL101629,Individual,Male,Germany,Europe - West,1990-07-15,Investment,No,Website,5.0
CL101630,Individual,Male,Germany,Europe - West,1985-10-21,Personal use,Yes,Agent Referral,3.0
CL101631,Individual,Female,Singapore,Southeast Asia,1991-08-13,Investment,Yes,Property Portal,4.0
CL101632,Individual,Male,United Arab Emirates,Middle East,1996-12-19,Investment,No,Agent Referral,4.0
CL101633,Individual,Female,India,South Asia,1985-01-06,Investment,Yes,Agent Referral,5.0
CL101634,Corporate,Not Specified,Brazil,Latin America,1986-08-05,Investment,No,Event,5.0
CL101635,Individual,Female,Germany,Europe - West,1984-02-01,Personal use,No,Property Portal,5.0
CL101636,Individual,Female,Germany,Europe - West,1992-06-25,Investment,Yes,Property Portal,4.0
CL101637,Individual,Female,Australia,Oceania,1987-06-25,Personal use,No,Agent Referral,5.0
CL101638,Individual,Female,Canada,North America - East,2004-08-28,Investment,Yes,Social Media,3.0
CL101639,Corporate,Not Specified,India,South Asia,1985-01-04,Investment,No,Social Media,3.0
CL101640,Corporate,Not Specified,India,South Asia,1963-12-19,Personal use,No,Social Media,3.0
CL101641,Corporate,Not Specified,United States,North America - East,1970-04-06,Investment,No,Website,4.0
CL101642,Individual,Female,Germany,Europe - West,1993-12-22,Personal use,No,Property Portal,5.0
CL101643,Individual,Female,United States,North America - East,1990-05-28,Personal use,No,Agent Referral,4.0
CL101644,Individual,Other,United States,North America - East,1975-03-14,Investment,Yes,Social Media,3.0
CL101645,Individual,Female,Germany,Europe - West,1972-12-23,Personal use,Yes,Property Portal,2.0
CL101646,Individual,Male,United Kingdom,Europe - West,1996-04-26,Personal use,Yes,Property Portal,4.0
CL101647,Individual,Female,India,South Asia,1991-02-19,Personal use,Yes,Website,5.0
CL101648,Individual,Female,Australia,Oceania,1991-08-11,Investment,No,Social Media,5.0
CL101649,Corporate,Not Specified,Singapore,Southeast Asia,1977-04-03,Investment,No,Social Media,5.0
CL101650,Individual,Female,Canada,North America - East,1983-11-28,Investment,No,Agent Referral,5.0
CL101651,Individual,Female,Canada,North America - East,1983-12-26,Investment,No,Website,4.0
CL101652,Corporate,Not Specified,Canada,North America - East,1968-06-20,Investment,Yes,Social Media,5.0
CL101653,Individual,Male,United States,North America - West,1992-03-17,Personal use,Yes,Property Portal,3.0
CL101654,Individual,Female,Australia,Oceania,1970-02-23,Investment,No,Event,4.0
CL101655,Individual,Male,Germany,Europe - West,1985-10-26,Investment,Yes,Agent Referral,5.0
CL101656,Individual,Male,Canada,North America - East,1994-12-03,Investment,Yes,Agent Referral,3.0
CL101657,Individual,Male,Singapore,Southeast Asia,1987-12-09,Investment,Yes,Website,4.0
CL101658,Individual,Male,United Kingdom,Europe - West,1972-01-06,Personal use,No,Event,4.0
CL101659,Individual,Male,United States,North America - East,1990-05-25,Investment,Yes,Property Portal,4.0
CL101660,Individual,Female,United States,North America - East,1975-05-22,Personal use,Yes,Event,5.0
CL101661,Individual,Female,United Arab Emirates,Middle East,1992-04-15,Personal use,Yes,Social Media,5.0
CL101662,Individual,Female,India,South Asia,1994-04-29,Investment,Yes,Agent Referral,4.0
CL101663,Individual,Male,United States,North America - West,1977-10-21,Personal use,Yes,Social Media,5.0
CL101664,Individual,Male,Australia,Oceania,1994-11-16,Personal use,Yes,Agent Referral,3.0
CL101665,Individual,Female,Singapore,Southeast Asia,1975-11-14,Investment,No,Agent Referral,4.0
CL101666,Individual,Female,Singapore,Southeast Asia,1982-02-25,Personal use,Yes,Website,5.0
CL101667,Individual,Female,Canada,North America - East,1995-07-24,Personal use,No,Website,5.0
CL101668,Individual,Female,United States,North America - East,1986-08-12,Investment,No,Agent Referral,3.0
CL101669,Individual,Female,Singapore,Southeast Asia,1992-06-23,Personal use,No,Property Portal,4.0
CL101670,Individual,Female,United Kingdom,Europe - West,1982-02-09,Investment,Yes,Friend/Family,4.0
CL101671,Individual,Female,United Arab Emirates,Middle East,1965-05-28,Personal use,Yes,Friend/Family,4.0
CL101672,Individual,Female,India,South Asia,1990-02-05,Personal use,Yes,Agent Referral,5.0
CL101673,Individual,Female,United States,North America - West,1979-11-18,Investment,No,Friend/Family,5.0
CL101674,Individual,Male,India,South Asia,1985-06-03,Personal use,No,Agent Referral,4.0
CL101675,Individual,Male,Australia,Oceania,1984-10-30,Personal use,Yes,Website,4.0
CL101676,Individual,Male,India,South Asia,1987-03-31,Investment,Yes,Agent Referral,4.0
CL101677,Individual,Female,Germany,Europe - West,1994-12-13,Personal use,Yes,Website,4.0
CL101678,Individual,Female,Singapore,Southeast Asia,1982-09-13,Personal use,Yes,Property Portal,2.0
CL101679,Individual,Male,France,Europe - West,1989-06-24,Investment,No,Property Portal,5.0
CL101680,Individual,Female,India,South Asia,1994-10-27,Personal use,Yes,Agent Referral,4.0
CL101681,Corporate,Not Specified,Singapore,Southeast Asia,1972-11-17,Investment,Yes,Social Media,4.0
CL101682,Corporate,Not Specified,India,South Asia,1975-03-12,Personal use,Yes,Agent Referral,3.0
CL101683,Corporate,Not Specified,United Kingdom,Europe - West,1965-09-26,Investment,Yes,Website,5.0
CL101684,Individual,Male,United States,North America - East,1971-09-16,Personal use,No,Friend/Family,4.0
CL101685,Individual,Male,Canada,North America - East,2004-04-27,Personal use,Yes,Friend/Family,3.0
CL101686,Individual,Male,France,Europe - West,1970-11-14,Personal use,No,Property Portal,3.0
CL101687,Individual,Male,France,Europe - West,1995-05-17,Investment,No,Website,4.0
CL101688,Individual,Female,United Arab Emirates,Middle East,1982-11-16,Investment,No,Social Media,4.0
CL101689,Individual,Female,United Kingdom,Europe - West,1992-03-20,Personal use,Yes,Website,3.0
CL101690,Individual,Female,India,South Asia,1996-08-12,Investment,No,Website,4.0
CL101691,Individual,Female,Australia,Oceania,1971-03-17,Personal use,Yes,Website,4.0
CL101692,Corporate,Not Specified,Canada,North America - East,1970-05-28,Investment,Yes,Website,4.0
CL101693,Individual,Female,India,South Asia,1988-07-12,Investment,No,Agent Referral,4.0
CL101694,Individual,Male,India,South Asia,1982-01-31,Personal use,Yes,Agent Referral,5.0
CL101695,Individual,Male,France,Europe - West,1985-07-21,Investment,Yes,Friend/Family,4.0
CL101696,Individual,Female,United States,North America - West,1965-11-12,Personal use,Yes,Agent Referral,4.0
CL101697,Corporate,Not Specified,India,South Asia,1983-12-15,Investment,No,Website,3.0
CL101698,Individual,Male,Brazil,Latin America,1980-12-23,Personal use,Yes,Event,3.0
CL101699,Corporate,Not Specified,India,South Asia,1988-09-05,Investment,No,Property Portal,4.0
CL101700,Individual,Female,Australia,Oceania,2003-10-14,Investment,Yes,Website,4.0
CL101701,Individual,Male,Brazil,Latin America,1989-04-05,Personal use,Yes,Agent Referral,5.0
CL101702,Individual,Male,United Kingdom,Europe - West,1965-01-14,Personal use,Yes,Website,4.0
CL101703,Individual,Female,United Arab Emirates,Middle East,1993-07-24,Investment,No,Event,4.0
CL101704,Individual,Male,Germany,Europe - West,1976-12-29,Investment,Yes,Agent Referral,3.0
CL101705,Individual,Female,Brazil,Latin America,1972-06-12,Personal use,No,Website,4.0
CL101706,Corporate,Not Specified,United States,North America - West,1974-01-21,Personal use,No,Friend/Family,4.0
CL101707,Individual,Female,Germany,Europe - West,1984-06-24,Investment,No,Friend/Family,5.0
CL101708,Corporate,Not Specified,Singapore,Southeast Asia,1989-10-27,Personal use,No,Agent Referral,4.0
CL101709,Individual,Female,United Kingdom,Europe - West,1993-01-16,Investment,Yes,Agent Referral,4.0
CL101710,Corporate,Not Specified,India,South Asia,1968-04-25,Investment,No,Agent Referral,5.0
CL101711,Individual,Male,United Kingdom,Europe - West,1985-04-20,Investment,Yes,Agent Referral,5.0
CL101712,Individual,Female,Brazil,Latin America,1981-10-04,Investment,Yes,Agent Referral,3.0
CL101713,Individual,Female,Australia,Oceania,1984-06-16,Personal use,Yes,Property Portal,5.0
CL101714,Individual,Female,United Kingdom,Europe - West,1960-12-25,Investment,No,Friend/Family,3.0
CL101715,Corporate,Not Specified,India,South Asia,1992-12-02,Personal use,No,Friend/Family,4.0
CL101716,Individual,Female,United Kingdom,Europe - West,1967-10-09,Investment,Yes,Friend/Family,3.0
CL101717,Individual,Female,United Arab Emirates,Middle East,1984-09-02,Investment,No,Social Media,4.0
CL101718,Individual,Male,United Arab Emirates,Middle East,1967-07-09,Personal use,Yes,Agent Referral,4.0
CL101719,Individual,Female,Singapore,Southeast Asia,1998-12-25,Personal use,Yes,Friend/Family,4.0
CL101720,Individual,Female,United States,North America - East,1983-05-26,Investment,Yes,Website,4.0
CL101721,Individual,Female,Canada,North America - East,1990-07-04,Personal use,Yes,Website,3.0
CL101722,Individual,Male,India,South Asia,1984-06-23,Investment,No,Website,4.0
CL101723,Individual,Female,United Arab Emirates,Middle East,1971-11-06,Personal use,Yes,Friend/Family,4.0
CL101724,Individual,Female,France,Europe - West,1980-11-25,Investment,Yes,Social Media,2.0
CL101725,Corporate,Not Specified,United States,North America - East,1969-10-05,Investment,No,Social Media,4.0
CL101726,Individual,Male,United Kingdom,Europe - West,1992-11-29,Investment,No,Social Media,4.0
CL101727,Individual,Male,Singapore,Southeast Asia,1995-03-12,Personal use,Yes,,3.0
CL101728,Individual,Male,United States,North America - West,1984-11-29,Personal use,No,Website,4.0
CL101729,Individual,Male,United Kingdom,Europe - West,1986-02-18,Personal use,Yes,Agent Referral,4.0
