client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,is_investor,has_loan,is_corporate,age_group,cluster,segment,pca_1,pca_2
CL101304,Individual,Female,Singapore,Southeast Asia,Personal use,No,Friend/Family,5.0,36.0,0,0,0,30-39,5,Cash Home Buyers,-0.7877370881865577,-0.1752962623042374
CL101305,Individual,Female,Australia,Oceania,Investment,Yes,Website,5.0,54.0,1,1,0,50-59,3,Leveraged Investors,0.1748430666220044,-0.8129257982058782
CL101306,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Social Media,3.0,52.0,1,0,1,50-59,2,Corporate Investors,3.143454765945646,1.511496638153601
CL101307,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Event,4.0,44.0,1,0,1,40-49,2,Corporate Investors,3.1103090701111045,1.240056124190109
CL101308,Individual,Male,United States,North America - East,Investment,No,Social Media,2.0,39.0,1,0,0,30-39,1,Cash Investors,1.306775913147468,-1.5919330089703045
CL101309,Individual,Male,Australia,Oceania,Personal use,Yes,Agent Referral,5.0,35.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.26193429318231,0.1790575293074887
CL101310,Individual,Female,United Kingdom,Europe - West,Investment,Yes,Unknown,4.0,42.0,1,1,0,40-49,3,Leveraged Investors,-0.012580050443397548,-1.1603454797972226
CL101311,Corporate,Not Specified,Australia,Oceania,Personal use,Yes,Agent Referral,4.0,42.0,0,1,1,40-49,4,Corporate Buyers,-0.6020189284040175,3.1402235780742105
CL101312,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Friend/Family,5.0,64.0,1,0,1,60+,2,Corporate Investors,3.3869598221915735,1.8378695449465083
CL101313,Individual,Female,United States,North America - West,Investment,No,Website,4.0,52.0,1,0,0,50-59,1,Cash Investors,1.5605128797829728,-1.2358395439661023
CL101314,Individual,Male,United States,North America - East,Personal use,Yes,Property Portal,3.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2941546028654285,0.4391132463549424
CL101315,Individual,Male,India,South Asia,Personal use,Yes,Website,2.0,66.0,0,1,0,60+,0,Mortgage Home Buyers,-2.0855050183294503,1.203505081036407
CL101316,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Agent Referral,5.0,56.0,1,0,1,50-59,2,Corporate Investors,3.2983635182296513,1.5920938543697318
CL101317,Corporate,Not Specified,United States,North America - East,Investment,No,Event,4.0,35.0,1,0,1,30-39,2,Corporate Investors,3.0108020819568884,0.9606651466323799
CL101318,Individual,Female,India,South Asia,Personal use,Yes,Social Media,4.0,47.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1847289852336162,0.573156857631114
CL101319,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Agent Referral,4.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2839780450894422,0.2941863818340495
CL101320,Individual,Female,France,Europe - West,Personal use,No,Website,5.0,23.0,0,0,0,<30,5,Cash Home Buyers,-0.9322938260368716,-0.5801838914049652
CL101321,Individual,Male,Germany,Europe - West,Personal use,Yes,Website,3.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3398695668506955,0.31229017973837664
CL101322,Corporate,Not Specified,United States,North America - East,Personal use,Yes,Agent Referral,3.0,32.0,0,1,1,30-39,4,Corporate Buyers,-0.767794996533906,2.8517876852396076
CL101323,Individual,Female,India,South Asia,Personal use,Yes,Social Media,4.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4500809536448585,-0.17188574918949667
CL101324,Individual,Female,United Kingdom,Europe - West,Personal use,No,Social Media,3.0,41.0,0,0,0,40-49,5,Cash Home Buyers,-0.8432845001411886,0.026069344067454855
CL101325,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Property Portal,3.0,22.0,0,1,0,<30,0,Mortgage Home Buyers,-2.5152812432081304,-0.18175559266223312
CL101326,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Friend/Family,5.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2286196493060633,0.26961601012997116
CL101327,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Property Portal,4.0,38.0,1,0,1,30-39,2,Corporate Investors,3.0449476560766926,1.0540649959717314
CL101328,Individual,Male,Canada,North America - East,Personal use,Yes,Social Media,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2400106453192916,0.41793964787682003
CL101329,Corporate,Not Specified,United States,North America - East,Investment,No,Agent Referral,4.0,31.0,1,0,1,30-39,2,Corporate Investors,2.9667424698427367,0.8380063322722469
CL101330,Individual,Male,India,South Asia,Personal use,Yes,Social Media,3.0,40.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.317336057312099,0.37785129064908696
CL101331,Individual,Other,France,Europe - West,Personal use,Yes,Agent Referral,4.0,32.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3503160371922527,0.10792573012889686
CL101332,Individual,Male,France,Europe - West,Personal use,No,Agent Referral,4.0,41.0,0,0,0,40-49,5,Cash Home Buyers,-0.787813823884261,0.004491319154134966
CL101333,Individual,Female,Brazil,Latin America,Investment,Yes,Property Portal,4.0,42.0,1,1,0,40-49,3,Leveraged Investors,-0.011556029625427183,-1.1607992761290684
CL101334,Individual,Male,Brazil,Latin America,Personal use,No,Friend/Family,4.0,31.0,0,0,0,30-39,5,Cash Home Buyers,-0.8982314962307705,-0.30851494538454677
CL101335,Individual,Male,Singapore,Southeast Asia,Investment,Yes,Agent Referral,3.0,44.0,1,1,0,40-49,3,Leveraged Investors,-0.04546697566370484,-1.0754684355968396
CL101336,Individual,Female,United States,North America - East,Personal use,No,Agent Referral,5.0,43.0,0,0,0,40-49,5,Cash Home Buyers,-0.7104884118914537,0.04457967638186793
CL101337,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Agent Referral,3.0,39.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.328134461030844,0.34722835045889283
CL101338,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Social Media,3.0,67.0,0,1,0,60+,0,Mortgage Home Buyers,-2.018815092849452,1.216024223322274
CL101339,Individual,Female,United Kingdom,Europe - West,Investment,Yes,Agent Referral,3.0,40.0,1,1,0,30-39,3,Leveraged Investors,-0.08969230373224513,-1.1996422034002747
CL101340,Corporate,Not Specified,United States,North America - East,Investment,No,Property Portal,3.0,49.0,1,0,1,40-49,2,Corporate Investors,3.1113545603066415,1.4175413841051627
CL101341,Corporate,Not Specified,Singapore,Southeast Asia,Investment,No,Social Media,5.0,41.0,1,0,1,40-49,2,Corporate Investors,3.1322606096742347,1.1260217233461853
CL101342,Individual,Female,France,Europe - West,Personal use,Yes,Agent Referral,3.0,30.0,0,1,0,<30,0,Mortgage Home Buyers,-2.42764144918506,0.06783737290116379
CL101343,Individual,Male,United Arab Emirates,Middle East,Personal use,No,Friend/Family,3.0,49.0,0,0,0,40-49,5,Cash Home Buyers,-0.7544302678808761,0.2722655364048959
CL101344,Individual,Female,Brazil,Latin America,Personal use,Yes,Property Portal,4.0,33.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3384488430611072,0.1377237421232289
CL101345,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Property Portal,4.0,48.0,1,0,1,40-49,2,Corporate Investors,3.1555109762480438,1.3644994154803194
CL101346,Individual,Female,Germany,Europe - West,Investment,No,Social Media,4.0,36.0,1,0,0,30-39,1,Cash Investors,1.3840324130131374,-1.72906038817085
CL101347,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Agent Referral,5.0,31.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3061596212508504,0.054883761504053545
CL101348,Individual,Female,Germany,Europe - West,Personal use,No,Friend/Family,4.0,22.0,0,0,0,<30,5,Cash Home Buyers,-0.9977384843849864,-0.5879059229422758
CL101349,Corporate,Not Specified,United States,North America - East,Investment,No,Property Portal,4.0,36.0,1,0,1,30-39,2,Corporate Investors,3.0228349920424225,0.9919781120700143
CL101350,Individual,Male,India,South Asia,Personal use,Yes,Event,3.0,51.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.195624192779612,0.7182347004258961
CL101351,Individual,Male,Singapore,Southeast Asia,Investment,No,Social Media,4.0,44.0,1,0,0,40-49,1,Cash Investors,1.4724830691502182,-1.4807128525639797
CL101352,Individual,Male,United Kingdom,Europe - West,Investment,Yes,Friend/Family,4.0,58.0,1,1,0,50-59,3,Leveraged Investors,0.16468006835956508,-0.665430619988895
CL101353,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Agent Referral,4.0,50.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.151302060883821,0.6667076852443549
CL101354,Corporate,Not Specified,Singapore,Southeast Asia,Personal use,Yes,Unknown,4.0,65.0,0,1,1,60+,4,Corporate Buyers,-0.34793645071387025,3.853431109319282
CL101355,Individual,Male,United States,North America - West,Personal use,Yes,Agent Referral,4.0,61.0,0,1,0,60+,0,Mortgage Home Buyers,-2.029682408695335,1.0081855467038014
CL101356,Individual,Female,France,Europe - West,Investment,No,Website,4.0,39.0,1,0,0,30-39,1,Cash Investors,1.4167805635602166,-1.6394042893272665
CL101357,Individual,Male,Germany,Europe - West,Personal use,Yes,Social Media,3.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.295223393277829,0.43993817455080453
CL101358,Individual,Female,India,South Asia,Personal use,Yes,Agent Referral,4.0,41.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2508090490380366,0.3873167076866259
CL101359,Individual,Male,United States,North America - East,Personal use,Yes,Friend/Family,4.0,57.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.073762088939034,0.8814399338702725
CL101360,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Unknown,2.0,42.0,1,1,0,40-49,3,Leveraged Investors,-0.12300554636047195,-1.1163484264492536
CL101361,Corporate,Not Specified,United Kingdom,Europe - West,Investment,Yes,Website,3.0,56.0,1,1,1,50-59,2,Corporate Investors,1.7242640233560844,2.0150215674805345
CL101362,Individual,Female,United Arab Emirates,Middle East,Investment,Yes,Friend/Family,3.0,48.0,1,1,0,40-49,3,Leveraged Investors,-0.0010959997703230081,-0.9538665128234982
CL101363,Individual,Female,United States,North America - West,Personal use,No,Website,4.0,32.0,0,0,0,30-39,5,Cash Home Buyers,-0.8879995858411931,-0.2787943871732516
CL101364,Individual,Female,Germany,Europe - West,Personal use,Yes,Website,5.0,47.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1299370827794055,0.5476841039481366
CL101365,Individual,Male,France,Europe - West,Investment,Yes,Event,5.0,46.0,1,1,0,40-49,3,Leveraged Investors,0.08690546833325132,-1.0588935584863932
CL101366,Individual,Male,United States,North America - West,Investment,Yes,Unknown,2.0,39.0,1,1,0,30-39,3,Leveraged Investors,-0.15617454241187728,-1.20947875230183
CL101367,Individual,Male,United States,North America - East,Personal use,Yes,Agent Referral,4.0,48.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.173414724918091,0.6046208013426374
CL101368,Individual,Male,United States,North America - East,Personal use,Yes,Friend/Family,4.0,25.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4275647134873566,-0.11195020855720836
CL101369,Individual,Male,United Kingdom,Europe - West,Investment,No,Agent Referral,4.0,43.0,1,0,0,40-49,1,Cash Investors,1.461684665431473,-1.511335792754174
CL101370,Individual,Female,United States,North America - West,Investment,No,Agent Referral,5.0,35.0,1,0,0,30-39,1,Cash Investors,1.4284467572529296,-1.7816818550350286
CL101371,Corporate,Not Specified,Australia,Oceania,Investment,No,Friend/Family,4.0,38.0,1,0,1,30-39,2,Corporate Investors,3.044282441787524,1.0527385808981644
CL101372,Individual,Female,Germany,Europe - West,Investment,No,Social Media,4.0,42.0,1,0,0,40-49,1,Cash Investors,1.4503704051159478,-1.5427997364656973
CL101373,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Social Media,4.0,35.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3174049694392376,0.2006355542208086
CL101374,Corporate,Not Specified,Brazil,Latin America,Investment,No,Property Portal,4.0,37.0,1,0,1,30-39,2,Corporate Investors,3.0338913240595575,1.0230215540208727
CL101375,Individual,Male,United States,North America - West,Personal use,No,Website,4.0,56.0,0,0,0,50-59,5,Cash Home Buyers,-0.622647617429951,0.46624821964735913
CL101376,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Social Media,4.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2842359733878324,0.2937658800733849
CL101377,Individual,Female,Singapore,Southeast Asia,Personal use,No,Agent Referral,4.0,33.0,0,0,0,30-39,5,Cash Home Buyers,-0.8762644800213418,-0.24385621645273536
CL101378,Individual,Female,United Arab Emirates,Middle East,Personal use,Yes,Website,5.0,45.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1520497468136757,0.4855972200464191
CL101379,Individual,Female,Germany,Europe - West,Personal use,Yes,Event,4.0,48.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1735804408724797,0.6031058478993353
CL101380,Individual,Male,Germany,Europe - West,Investment,Yes,Friend/Family,4.0,47.0,1,1,0,40-49,3,Leveraged Investors,0.04306041617107929,-1.0069084814483416
CL101381,Individual,Male,United States,North America - East,Investment,No,Agent Referral,4.0,42.0,1,0,0,40-49,1,Cash Investors,1.450628333414338,-1.5423792347050327
CL101382,Individual,Female,France,Europe - West,Personal use,Yes,Agent Referral,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2397527170209015,0.41836014963748464
CL101383,Individual,Male,Brazil,Latin America,Personal use,Yes,Agent Referral,4.0,44.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2176400529866314,0.4804470335392022
CL101384,Individual,Male,Brazil,Latin America,Investment,No,Friend/Family,2.0,45.0,1,0,0,40-49,1,Cash Investors,1.3735174813735105,-1.407823700534581
CL101385,Individual,Female,United States,North America - West,Investment,No,Agent Referral,4.0,46.0,1,0,0,40-49,1,Cash Investors,1.4948536614828785,-1.4182054669015975
CL101386,Individual,Male,India,South Asia,Personal use,Yes,Property Portal,3.0,54.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.1614786186598076,0.811634549765248
CL101387,Corporate,Not Specified,United Kingdom,Europe - West,Investment,Yes,Agent Referral,3.0,56.0,1,1,1,50-59,2,Corporate Investors,1.7249427971588005,2.018916296250192
CL101388,Individual,Male,Australia,Oceania,Personal use,Yes,Agent Referral,3.0,32.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.40552878515079,0.1299242568028814
CL101389,Individual,Female,United States,North America - West,Personal use,Yes,Property Portal,4.0,39.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.272110850958297,0.3239843938283816
CL101390,Individual,Male,Australia,Oceania,Investment,No,Property Portal,5.0,50.0,1,0,0,40-49,1,Cash Investors,1.5951025996239667,-1.3172756557286738
CL101391,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Agent Referral,4.0,22.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4608793573636034,-0.2025086893796909
CL101392,Corporate,Not Specified,United States,North America - East,Investment,No,Social Media,4.0,50.0,1,0,1,40-49,2,Corporate Investors,3.1765548498699134,1.427411227577899
CL101393,Individual,Male,United States,North America - East,Personal use,Yes,Property Portal,3.0,51.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.194647614711213,0.7185042239126715
CL101394,Individual,Male,Singapore,Southeast Asia,Personal use,No,Friend/Family,4.0,57.0,0,0,0,50-59,5,Cash Home Buyers,-0.6107668637852582,0.4986145453377815
CL101395,Corporate,Not Specified,United States,North America - West,Personal use,No,Friend/Family,3.0,63.0,0,0,1,60+,4,Corporate Buyers,1.0380921689758995,3.428737152153645
CL101396,Individual,Male,France,Europe - West,Personal use,Yes,Friend/Family,4.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.23960706919606,0.4157883046073908
CL101397,Individual,Female,Australia,Oceania,Personal use,Yes,Property Portal,5.0,36.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.2500670990511646,0.2088555413018207
CL101398,Individual,Male,United Arab Emirates,Middle East,Personal use,Yes,Social Media,3.0,38.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.3394487213463693,0.3157644067473695
CL101399,Individual,Male,United Kingdom,Europe - West,Personal use,Yes,Website,4.0,44.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2183188267893477,0.47655230476954474
CL101400,Individual,Male,Germany,Europe - West,Investment,Yes,Social Media,3.0,27.0,1,1,0,<30,3,Leveraged Investors,-0.23368254825339146,-1.6036274505221035
CL101401,Individual,Male,United States,North America - East,Personal use,No,Friend/Family,3.0,29.0,0,0,0,<30,5,Cash Home Buyers,-0.975556908223578,-0.3486033026122798
CL101402,Individual,Male,Brazil,Latin America,Personal use,No,Social Media,4.0,38.0,0,0,0,30-39,5,Cash Home Buyers,-0.8212407482340567,-0.08905950845910612
CL101403,Individual,Female,United Kingdom,Europe - West,Investment,No,Agent Referral,4.0,39.0,1,0,0,30-39,1,Cash Investors,1.4174593373629327,-1.635509560557609
CL101404,Individual,Female,United States,North America - West,Personal use,Yes,Friend/Family,3.0,28.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4496084653944887,0.003178643969352402
CL101405,Individual,Female,United Kingdom,Europe - West,Personal use,Yes,Social Media,2.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.273041817116421,0.6792407948808007
CL101406,Individual,Female,Brazil,Latin America,Personal use,No,Event,4.0,36.0,0,0,0,30-39,5,Cash Home Buyers,-0.8432611999243251,-0.15224084404346108
CL101407,Individual,Female,United States,North America - East,Investment,Yes,Agent Referral,5.0,37.0,1,1,0,30-39,3,Leveraged Investors,-0.012435803866575841,-1.3367695826008201
CL101408,Individual,Female,Singapore,Southeast Asia,Personal use,Yes,Friend/Family,4.0,45.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2064380731446547,0.5089186304599671
CL101409,Corporate,Not Specified,India,South Asia,Investment,No,Social Media,5.0,53.0,1,0,1,50-59,2,Corporate Investors,3.264936593879856,1.4985430267564908
CL101410,Individual,Female,Singapore,Southeast Asia,Investment,Yes,Website,3.0,50.0,1,1,0,40-49,3,Leveraged Investors,0.02019224263638939,-0.8931025126613442
CL101411,Individual,Female,Brazil,Latin America,Personal use,Yes,Social Media,4.0,31.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.361630297507778,0.07646178641737342
CL101412,Individual,Male,Singapore,Southeast Asia,Personal use,No,Website,3.0,25.0,0,0,0,<30,5,Cash Home Buyers,-1.020606657919676,-0.4740999541552785
CL101413,Individual,Female,Australia,Oceania,Investment,No,Property Portal,4.0,38.0,1,0,0,30-39,1,Cash Investors,1.4072138674598085,-1.6677984324649946
CL101414,Individual,Female,United States,North America - West,Personal use,No,Friend/Family,5.0,42.0,0,0,0,40-49,5,Cash Home Buyers,-0.7213990960837473,0.010964389400915363
CL101415,Corporate,Not Specified,India,South Asia,Investment,No,Website,4.0,53.0,1,0,1,50-59,2,Corporate Investors,3.2093030004169925,1.5170673264214827
CL101416,Individual,Female,France,Europe - West,Personal use,Yes,Social Media,5.0,25.0,0,1,0,<30,0,Mortgage Home Buyers,-2.372755541652051,-0.1317973919617637
CL101417,Individual,Male,France,Europe - West,Personal use,No,Event,3.0,43.0,0,0,0,40-49,5,Cash Home Buyers,-0.8210796237629168,0.08706177628653489
CL101418,Corporate,Not Specified,Australia,Oceania,Investment,No,Agent Referral,4.0,65.0,1,0,1,60+,2,Corporate Investors,3.3426577584253296,1.8934833586014455
CL101419,Individual,Male,Brazil,Latin America,Personal use,No,Property Portal,3.0,26.0,0,0,0,<30,5,Cash Home Buyers,-1.008060689985814,-0.440407213391289
CL101420,Corporate,Not Specified,India,South Asia,Investment,No,Website,4.0,32.0,1,0,1,30-39,2,Corporate Investors,2.9771200280571555,0.8651550454534483
CL101421,Individual,Male,France,Europe - West,Investment,No,Website,4.0,35.0,1,0,0,30-39,1,Cash Investors,1.3725552354916764,-1.7635780571307016
CL101422,Individual,Female,Germany,Europe - West,Personal use,Yes,Social Media,4.0,53.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.118390993130806,0.7594175093362666
CL101423,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Agent Referral,4.0,31.0,1,0,1,30-39,2,Corporate Investors,2.9667424698427367,0.8380063322722469
CL101424,Individual,Male,United Kingdom,Europe - West,Investment,No,Property Portal,4.0,45.0,1,0,0,40-49,1,Cash Investors,1.4846081915797542,-1.450494338808983
CL101425,Individual,Female,United Kingdom,Europe - West,Investment,No,Friend/Family,4.0,38.0,1,0,0,30-39,1,Cash Investors,1.4065486531706393,-1.6691248475385616
CL101426,Individual,Male,United States,North America - East,Personal use,Yes,Friend/Family,3.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.504890125480164,-0.1520385657849414
CL101427,Individual,Female,United States,North America - East,Personal use,No,Friend/Family,3.0,28.0,0,0,0,<30,5,Cash Home Buyers,-0.9866132402407131,-0.3796467445631386
CL101428,Individual,Male,India,South Asia,Investment,Yes,Friend/Family,2.0,40.0,1,1,0,30-39,3,Leveraged Investors,-0.14475940386594097,-1.1802155217563841
CL101429,Individual,Other,Germany,Europe - West,Investment,No,Friend/Family,3.0,45.0,1,0,0,40-49,1,Cash Investors,1.4287302293320476,-1.4298222272085657
CL101430,Individual,Female,Australia,Oceania,Investment,No,Friend/Family,3.0,23.0,1,0,0,<30,1,Cash Investors,1.1854909249550758,-2.112777950127459
CL101431,Individual,Male,United Arab Emirates,Middle East,Investment,No,Property Portal,3.0,41.0,1,0,0,40-49,1,Cash Investors,1.3851701155526766,-1.5526695799384336
CL101432,Individual,Male,United States,North America - East,Personal use,Yes,Social Media,3.0,29.0,0,1,0,<30,0,Mortgage Home Buyers,-2.4389557095005854,0.036373429189640476
CL101433,Individual,Male,United States,North America - East,Personal use,Yes,Agent Referral,4.0,44.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2176400529866314,0.4804470335392022
CL101434,Individual,Female,United States,North America - West,Personal use,No,Social Media,3.0,41.0,0,0,0,40-49,5,Cash Home Buyers,-0.8432845001411886,0.026069344067454855
CL101435,Individual,Female,Brazil,Latin America,Investment,No,Agent Referral,5.0,49.0,1,0,0,40-49,1,Cash Investors,1.5832354054928208,-1.3470736677230057
CL101436,Individual,Male,United States,North America - East,Personal use,No,Agent Referral,3.0,53.0,0,0,0,50-59,5,Cash Home Buyers,-0.7103505876371773,0.3990111492384249
CL101437,Individual,Male,France,Europe - West,Personal use,Yes,Agent Referral,5.0,47.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.129258308976689,0.5515788327177941
CL101438,Individual,Female,Australia,Oceania,Investment,Yes,Agent Referral,4.0,51.0,1,1,0,50-59,3,Leveraged Investors,0.08714009641477805,-0.8801628686148125
CL101439,Individual,Male,Brazil,Latin America,Investment,No,Website,3.0,38.0,1,0,0,30-39,1,Cash Investors,1.3505114835845444,-1.6484492046041406
CL101440,Individual,Female,Canada,North America - East,Personal use,No,Property Portal,4.0,73.0,0,0,0,60+,5,Cash Home Buyers,-0.43320033722192763,0.9966360316250893
CL101441,Individual,Female,United States,North America - West,Investment,No,Friend/Family,4.0,28.0,1,0,0,<30,1,Cash Investors,1.2959853329992885,-1.9795592670471496
CL101442,Corporate,Not Specified,United States,North America - West,Personal use,Yes,Unknown,3.0,58.0,0,1,1,50-59,4,Corporate Buyers,-0.48054352279235313,3.658125542337255
CL101443,Corporate,Not Specified,United States,North America - East,Personal use,Yes,Event,5.0,61.0,0,1,1,60+,4,Corporate Buyers,-0.3369015880743022,3.706535495023241
CL101444,Individual,Male,United States,North America - West,Personal use,Yes,Event,2.0,49.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2729496047724194,0.6781463431981632
CL101445,Corporate,Not Specified,United Arab Emirates,Middle East,Investment,No,Property Portal,4.0,48.0,1,0,1,40-49,2,Corporate Investors,3.1555109762480438,1.3644994154803194
CL101446,Corporate,Not Specified,Australia,Oceania,Investment,No,Website,4.0,65.0,1,0,1,60+,2,Corporate Investors,3.3419789846226133,1.889588629831788
CL101447,Individual,Female,France,Europe - West,Personal use,No,Agent Referral,5.0,23.0,0,0,0,<30,5,Cash Home Buyers,-0.9316150522341554,-0.5762891626353077
CL101448,Individual,Female,United Arab Emirates,Middle East,Personal use,Yes,Social Media,3.0,58.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.118322081003668,0.9366332457645451
CL101449,Individual,Female,United States,North America - West,Investment,No,Friend/Family,5.0,39.0,1,0,0,30-39,1,Cash Investors,1.4728177331463117,-1.6600799322616873
CL101450,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Friend/Family,4.0,54.0,0,1,0,50-59,0,Mortgage Home Buyers,-2.106931084990439,0.7883096080176961
CL101451,Individual,Female,United Arab Emirates,Middle East,Investment,No,Friend/Family,2.0,23.0,1,0,0,<30,1,Cash Investors,1.1302781769965387,-2.090779423453474
CL101452,Individual,Male,Singapore,Southeast Asia,Personal use,Yes,Friend/Family,2.0,43.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.3389762330959996,0.49082879990621864
CL101453,Individual,Male,Australia,Oceania,Personal use,Yes,Event,4.0,35.0,0,1,0,30-39,0,Mortgage Home Buyers,-2.317312757095236,0.19954110253817106
CL101454,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Social Media,3.0,33.0,1,0,1,30-39,2,Corporate Investors,2.93338445762008,0.9216712410872843
CL101455,Individual,Female,United States,North America - West,Personal use,No,Property Portal,4.0,44.0,0,0,0,40-49,5,Cash Home Buyers,-0.7538339657188452,0.09637621505018455
CL101456,Individual,Female,Canada,North America - East,Personal use,Yes,Property Portal,3.0,45.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.2609856068140233,0.532243572207519
CL101457,Individual,Male,Germany,Europe - West,Personal use,Yes,Agent Referral,3.0,30.0,0,1,0,<30,0,Mortgage Home Buyers,-2.42764144918506,0.06783737290116379
CL101458,Individual,Female,Australia,Oceania,Investment,No,Property Portal,3.0,40.0,1,0,0,30-39,1,Cash Investors,1.3741137835355415,-1.5837130218892925
CL101459,Corporate,Not Specified,United Kingdom,Europe - West,Investment,No,Website,5.0,37.0,1,0,1,30-39,2,Corporate Investors,3.087614436101368,0.9983737285337575
CL101460,Individual,Male,India,South Asia,Investment,No,Website,2.0,46.0,1,0,0,40-49,1,Cash Investors,1.3837493917630879,-1.378103142323286
CL101461,Individual,Male,France,Europe - West,Investment,Yes,Event,4.0,52.0,1,1,0,50-59,3,Leveraged Investors,0.09803071247752461,-0.8506343801072559
CL101462,Individual,Female,United States,North America - East,Personal use,Yes,Agent Referral,5.0,42.0,0,1,0,40-49,0,Mortgage Home Buyers,-2.1845399690623646,0.39636162296350014
CL101463,Individual,Male,United Kingdom,Europe - West,Investment,Yes,Social Media,3.0,27.0,1,1,0,<30,3,Leveraged Investors,-0.23368254825339146,-1.6036274505221035
CL101464,Individual,Male,United Arab Emirates,Middle East,Investment,Yes,Event,2.0,43.0,1,1,0,40-49,3,Leveraged Investors,-0.11190177159376567,-1.086028304317016
CL101465,Corporate,Not Specified,India,South Asia,Investment,Yes,Agent Referral,4.0,63.0,1,1,1,60+,2,Corporate Investors,1.8575498692372834,2.214221863232219
CL101466,Individual,Female,Germany,Europe - West,Investment,No,Agent Referral,4.0,59.0,1,0,0,50-59,1,Cash Investors,1.6385859777056344,-1.0146407215404334
CL101467,Individual,Female,Canada,North America - East,Personal use,Yes,Website,2.0,23.0,0,1,0,<30,0,Mortgage Home Buyers,-2.560927295066259,-0.1313629228505205
CL101468,Individual,Male,India,South Asia,Investment,Yes,Social Media,5.0,42.0,1,1,0,40-49,3,Leveraged Investors,0.04258792792070937,-1.181972874607191
